Timestamp;NormalizedGazeDirectionX;NormalizedGazeDirectionY;NormalizedGazeDirectionZ
1;0;0;1
2;0;0;1
3;0;0;1
4;0;0;1
5;0;0;1
6;0;0;1
7;0;0;1
8;0;0;1
9;0;0;1
10;0;0;1
11;0;0;1
12;0;0;1
13;0;0;1
14;0;0;1
15;0;0;1
16;0;0;1
140;0;0;1
141;0;0;1
142;0;0;1
143;0;0;1
144;0;0;1
145;0;0;1
146;0;0;1
147;0;0;1
148;0;0;1
149;0;0;1
150;0;0;1
151;0;0;1
152;0;0;1
153;0;0;1
154;0;0;1
155;0;0;1
156;0;0;1
157;0;0;1
158;0;0;1
159;0;0;1
160;0;0;1
161;0;0;1
162;0;0;1
163;0;0;1
164;0;0;1
165;0;0;1
166;0;0;1
167;0;0;1
168;0;0;1
169;0;0;1
170;0;0;1
171;0;0;1
172;0;0;1
173;0;0;1
174;0;0;1
175;0;0;1
176;0;0;1
177;0;0;1
178;0;0;1
179;0;0;1
180;0;0;1
181;0;0;1
182;0;0;1
183;0;0;1
184;0;0;1
185;0;0;1
186;0;0;1
187;0;0;1
188;0;0;1
189;0;0;1
190;0;0;1
191;0;0;1
192;0;0;1
193;0;0;1
194;0;0;1
195;0;0;1
196;0;0;1
197;0;0;1
198;0;0;1
199;0;0;1
200;0;0;1
201;0;0;1
202;0;0;1
203;0;0;1
204;0;0;1
205;0;0;1
206;0;0;1
207;0;0;1
208;0;0;1
209;0;0;1
210;0;0;1
211;0;0;1
212;0;0;1
213;0;0;1
215;0;0;1
216;0;0;1
217;0;0;1
218;0;0;1
219;0;0;1
220;0;0;1
221;0;0;1
222;0;0;1
223;0;0;1
224;0;0;1
225;0;0;1
226;0;0;1
227;0;0;1
228;0;0;1
229;0;0;1
230;0;0;1
231;0;0;1
232;0;0;1
233;0;0;1
234;0;0;1
235;0;0;1
236;0;0;1
237;0;0;1
238;0;0;1
239;0;0;1
240;0;0;1
241;0;0;1
242;0;0;1
243;0;0;1
244;0;0;1
245;0;0;1
246;0;0;1
247;0;0;1
248;0;0;1
249;0;0;1
250;0;0;1
251;0;0;1
252;0;0;1
253;0;0;1
254;0;0;1
255;0;0;1
256;0;0;1
257;0;0;1
258;0;0;1
259;0;0;1
260;0;0;1
261;0;0;1
262;0;0;1
263;0;0;1
264;0;0;1
265;0;0;1
266;0;0;1
267;0;0;1
268;0;0;1
269;0;0;1
270;0;0;1
271;0;0;1
272;0;0;1
273;0;0;1
274;0;0;1
275;0;0;1
276;0;0;1
277;0;0;1
278;0;0;1
279;0;0;1
280;0;0;1
281;0;0;1
282;0;0;1
283;0;0;1
284;0;0;1
285;0;0;1
286;0;0;1
287;0;0;1
288;0;0;1
289;0;0;1
290;0;0;1
291;0;0;1
292;0;0;1
293;0;0;1
294;0;0;1
295;0;0;1
296;0;0;1
297;0;0;1
